date,team_home,team_away,score_home,score_away,spread_home_vegas,total_vegas
2014-12-21,HOU,BAL,25,13,6.5,42.0
2014-12-21,OAK,BUF,26,24,7.0,41.0
2014-12-21,DAL,IND,42,7,-3.5,52.5
2014-12-21,CHI,DET,14,20,10.0,43.5
2014-12-21,CAR,CLE,17,13,-6.0,40.0
2014-12-21,NO,ATL,14,30,-6.0,56.0
2014-12-21,TB,GB,3,20,11.5,48.5
2014-12-21,ARZ,SEA,6,35,9.5,36.5
2014-12-21,LAR,NYG,27,37,-6.5,43.5
2014-12-22,CIN,DEN,37,28,3.5,47.0
2014-12-28,MIA,NYJ,24,37,-7.0,41.0
2014-12-28,NE,BUF,9,17,-4.0,43.5
2014-12-28,BAL,CLE,20,10,-14.0,40.0
2014-12-28,PIT,CIN,27,17,-3.0,49.0
2014-12-28,HOU,JAX,23,17,-8.5,38.5
2014-12-28,TEN,IND,10,27,7.5,46.5
2014-12-28,DEN,OAK,47,14,-16.5,49.0
2014-12-28,KC,LAC,19,7,-3.0,42.5
2014-12-28,NYG,PHI,26,34,1.0,51.5
2014-12-28,WAS,DAL,17,44,6.0,47.5
2014-12-28,GB,DET,30,20,-8.5,46.5
2014-12-28,MIN,CHI,13,9,-7.0,47.0
2014-12-28,ATL,CAR,3,34,-2.5,48.0
2014-12-28,TB,NO,20,23,6.0,47.0
2014-12-28,SF,ARZ,20,17,-6.5,38.0
2014-12-28,SEA,LAR,20,6,-11.0,41.5
2015-01-03,PIT,BAL,17,30,-3.0,47.0
2015-01-03,CAR,ARZ,27,16,-5.5,37.5
2015-01-04,IND,CIN,26,10,-3.5,47.0
2015-01-04,DAL,DET,24,20,-6.0,47.5
2015-01-10,NE,BAL,35,31,-7.0,47.5
2015-01-10,SEA,CAR,31,17,-13.5,40.0
2015-01-11,DEN,IND,13,24,-9.5,53.5
2015-01-11,GB,DAL,26,21,-5.5,52.5
2015-01-18,NE,IND,45,7,-7.0,51.5
2015-01-18,SEA,GB,28,22,-8.5,45.0
2015-02-01,SEA,NE,24,28,1.0,47.0
2015-09-10,NE,PIT,28,21,-7.5,51.0
2015-09-13,BUF,IND,27,14,1.0,44.5
2015-09-13,NYJ,CLE,31,10,-3.5,39.0
2015-09-13,HOU,KC,20,27,1.0,41.0
2015-09-13,JAX,CAR,9,20,3.0,41.0
2015-09-13,DEN,BAL,19,13,-4.5,46.5
2015-09-13,LAC,DET,33,28,-3.5,45.5
2015-09-13,OAK,CIN,13,33,3.0,43.0
2015-09-13,DAL,NYG,27,26,-7.0,52.0
2015-09-13,WAS,MIA,10,17,4.0,45.5
2015-09-13,CHI,GB,23,31,6.0,48.5
2015-09-13,TB,TEN,14,42,-3.0,40.5
2015-09-13,ARZ,NO,31,19,-2.0,48.5
2015-09-13,LAR,SEA,34,31,3.5,41.5
2015-09-14,ATL,PHI,26,24,3.0,55.0
2015-09-14,SF,MIN,20,3,2.5,41.5
2015-09-17,KC,DEN,24,31,-3.0,42.0
2015-09-20,BUF,NE,32,40,-2.0,45.0
2015-09-20,CIN,LAC,24,19,-3.5,47.5
2015-09-20,CLE,TEN,28,14,-1.0,41.0
2015-09-20,PIT,SF,43,18,-6.0,46.0
2015-09-20,JAX,MIA,23,20,6.0,42.0
2015-09-20,OAK,BAL,37,33,6.0,42.5
2015-09-20,NYG,ATL,20,24,-2.0,49.5
2015-09-20,PHI,DAL,10,20,-7.0,53.5
2015-09-20,WAS,LAR,24,10,3.0,41.0
2015-09-20,CHI,ARZ,23,48,2.0,45.5
2015-09-20,GB,SEA,27,17,-3.5,49.0
2015-09-20,MIN,DET,26,16,-2.5,44.0
2015-09-20,CAR,HOU,24,17,-3.0,41.0
2015-09-20,NO,TB,19,26,-9.5,47.0
2015-09-21,IND,NYJ,7,20,-6.0,45.0
2015-09-24,NYG,WAS,32,21,-3.0,45.0
2015-09-27,MIA,BUF,14,41,-1.5,43.5
2015-09-27,NE,JAX,51,17,-14.5,48.5
2015-09-27,NYJ,PHI,17,24,-3.0,47.0
2015-09-27,BAL,CIN,24,28,-2.5,45.5
2015-09-27,CLE,OAK,20,27,-3.5,43.5
2015-09-27,HOU,TB,19,9,-6.0,41.0
2015-09-27,TEN,IND,33,35,3.0,46.5
2015-09-27,DAL,ATL,28,39,-1.0,43.5
2015-09-27,DET,DEN,12,24,3.0,45.0
2015-09-27,MIN,LAC,31,14,-2.5,45.5
2015-09-27,CAR,NO,27,22,-10.0,43.0
2015-09-27,ARZ,SF,47,7,-7.0,45.0
2015-09-27,LAR,PIT,6,12,-1.5,48.5
2015-09-27,SEA,CHI,26,0,-16.5,43.5
2015-09-28,GB,KC,38,28,-4.5,47.0
2015-10-01,PIT,BAL,20,23,3.0,44.0
2015-10-04,BUF,NYG,10,24,-6.5,46.5
2015-10-04,MIA,NYJ,14,27,2.5,42.5
2015-10-04,CIN,KC,36,21,-3.5,45.0
2015-10-04,IND,JAX,16,13,-4.0,43.0
2015-10-04,DEN,MIN,23,20,-7.0,43.5
2015-10-04,LAC,CLE,30,27,-4.5,44.5
2015-10-04,WAS,PHI,23,20,3.0,46.0
2015-10-04,CHI,OAK,22,20,3.0,44.5
2015-10-04,ATL,HOU,48,21,-4.0,47.5
2015-10-04,NO,DAL,26,20,-3.0,49.0
2015-10-04,TB,CAR,23,37,3.0,40.0
2015-10-04,ARZ,LAR,22,24,-7.0,43.5
2015-10-04,SF,GB,3,17,7.5,48.0
2015-10-05,SEA,DET,13,10,-10.0,43.0
2015-10-08,HOU,IND,20,27,-5.0,40.5
2015-10-11,BAL,CLE,30,33,-6.0,43.0
2015-10-11,CIN,SEA,27,24,-3.0,44.5
2015-10-11,TEN,BUF,13,14,-1.0,43.0
2015-10-11,KC,CHI,17,18,-10.0,44.0
2015-10-11,OAK,DEN,10,16,5.0,44.5
2015-10-11,DAL,NE,6,30,8.0,51.0
2015-10-11,NYG,SF,30,27,-7.5,43.5
2015-10-11,PHI,NO,39,17,-6.5,49.5
2015-10-11,DET,ARZ,17,42,4.0,46.0
2015-10-11,GB,LAR,24,10,-8.5,45.0
2015-10-11,ATL,WAS,25,19,-7.5,48.5
2015-10-11,TB,JAX,38,31,-1.0,41.0
2015-10-12,LAC,PIT,20,24,-4.0,45.5
2015-10-15,NO,ATL,31,21,3.0,52.0
2015-10-18,BUF,CIN,21,34,3.0,42.5
2015-10-18,NYJ,WAS,34,20,-7.5,39.5
2015-10-18,CLE,DEN,23,26,3.5,41.5
2015-10-18,PIT,ARZ,25,13,5.5,45.0
2015-10-18,IND,NE,27,34,8.0,53.5
2015-10-18,JAX,HOU,20,31,-2.5,43.5
2015-10-18,TEN,MIA,10,38,-2.5,44.0
2015-10-18,DET,CHI,37,34,-3.5,45.0
2015-10-18,GB,LAC,27,20,-10.5,50.0
2015-10-18,MIN,KC,16,10,-3.5,43.0
2015-10-18,SF,BAL,25,20,2.5,43.5
2015-10-18,SEA,CAR,23,27,-7.0,41.0
2015-10-19,PHI,NYG,27,7,-3.5,50.5
2015-10-22,SF,SEA,3,20,6.5,42.0
2015-10-25,MIA,HOU,44,26,-4.5,46.5
2015-10-25,NE,NYJ,30,23,-7.0,47.0
2015-10-25,IND,NO,21,27,-5.5,52.5
2015-10-25,JAX,BUF,34,31,3.5,41.0
2015-10-25,TEN,ATL,7,10,5.0,45.5
2015-10-25,KC,PIT,23,13,-3.5,41.5
2015-10-25,LAC,OAK,29,37,-3.5,48.0
2015-10-25,NYG,DAL,27,20,-3.0,45.0
2015-10-25,WAS,TB,31,30,-3.0,42.0
2015-10-25,DET,MIN,19,28,-1.0,44.5
2015-10-25,CAR,PHI,27,16,-3.0,46.0
2015-10-25,LAR,CLE,24,6,-6.5,43.5
2015-10-26,ARZ,BAL,26,18,-10.0,49.5
2015-10-29,NE,MIA,36,7,-8.0,51.0
2015-11-01,BAL,LAC,29,26,-4.5,50.0
2015-11-01,CLE,ARZ,20,34,7.0,46.0
2015-11-01,HOU,TEN,20,6,-3.5,43.0
2015-11-01,DEN,GB,29,10,2.5,46.0
2015-11-01,KC,DET,45,10,-3.0,45.0
2015-11-01,OAK,NYJ,34,20,3.0,43.5
2015-11-01,DAL,SEA,12,13,4.5,41.5
2015-11-01,CHI,MIN,20,23,1.5,43.5
2015-11-01,ATL,TB,20,23,-8.0,47.5
2015-11-01,NO,NYG,52,49,-3.0,51.5
2015-11-01,LAR,SF,27,6,-7.5,41.0
2015-11-02,CAR,IND,29,26,-5.0,45.5
2015-11-01,PIT,CIN,10,16,-1.0,49.0
2015-11-05,CIN,CLE,31,10,-13.0,45.5
2015-11-08,BUF,MIA,33,17,-4.0,44.0
2015-11-08,NE,WAS,27,10,-13.5,51.5
2015-11-08,NYJ,JAX,28,23,-7.5,42.0
2015-11-08,PIT,OAK,38,35,-6.0,47.5
2015-11-08,IND,DEN,27,24,3.5,45.0
2015-11-08,DAL,PHI,27,33,3.0,43.5
2015-11-08,MIN,LAR,21,18,-2.0,40.0
2015-11-08,CAR,GB,37,29,2.0,45.5
2015-11-08,NO,TEN,28,34,-7.0,50.0
2015-11-08,TB,NYG,18,32,1.5,49.0
2015-11-08,SF,ATL,17,16,7.5,43.5
2015-11-09,LAC,CHI,19,22,-3.5,49.0
2015-11-12,NYJ,BUF,17,22,-2.5,42.0
2015-11-15,BAL,JAX,20,22,-5.0,47.0
2015-11-15,PIT,CLE,30,9,-7.0,43.5
2015-11-15,TEN,CAR,10,27,3.5,42.5
2015-11-15,DEN,KC,13,29,-3.5,42.0
2015-11-15,OAK,MIN,14,30,-3.0,44.0
2015-11-15,NYG,NE,26,27,7.0,52.0
2015-11-15,PHI,MIA,19,20,-5.5,49.0
2015-11-15,WAS,NO,47,14,1.0,52.0
2015-11-15,GB,DET,16,18,-10.5,50.0
2015-11-15,TB,DAL,10,6,1.0,43.5
2015-11-15,LAR,CHI,13,37,-7.5,42.0
2015-11-15,SEA,ARZ,32,39,-3.0,43.5
2015-11-16,CIN,HOU,6,10,-10.0,46.5
2015-11-19,JAX,TEN,19,13,-3.0,41.5
2015-11-22,MIA,DAL,14,24,2.5,45.0
2015-11-22,BAL,LAR,16,13,-3.0,41.0
2015-11-22,HOU,NYJ,24,17,4.0,40.0
2015-11-22,LAC,KC,3,33,3.0,45.5
2015-11-22,PHI,TB,17,45,-7.0,46.0
2015-11-22,CHI,DEN,15,17,2.5,41.5
2015-11-22,DET,OAK,18,13,2.0,50.0
2015-11-22,MIN,GB,13,30,-1.0,45.0
2015-11-22,ATL,IND,21,24,-3.5,47.5
2015-11-22,CAR,WAS,44,16,-7.0,44.0
2015-11-22,ARZ,CIN,34,31,-4.0,48.0
2015-11-22,SEA,SF,29,13,-14.0,40.0
2015-11-23,NE,BUF,20,13,-7.0,47.5
2015-11-26,DAL,CAR,14,33,1.0,44.5
2015-11-26,DET,PHI,45,14,-3.0,46.5
2015-11-26,GB,CHI,13,17,-7.5,45.0
2015-11-29,NYJ,MIA,38,20,-4.5,44.0
2015-11-29,CIN,LAR,31,7,-10.5,42.0
2015-11-29,HOU,NO,24,6,-3.5,50.5
2015-11-29,IND,TB,25,12,-3.0,46.5
2015-11-29,JAX,LAC,25,31,-5.0,47.0
2015-11-29,TEN,OAK,21,24,1.0,45.0
2015-11-29,DEN,NE,30,24,2.5,43.0
2015-11-29,KC,BUF,30,22,-4.5,41.0
2015-11-29,WAS,NYG,20,14,1.0,47.5
2015-11-29,ATL,MIN,10,20,-2.0,45.0
2015-11-29,SF,ARZ,13,19,7.5,45.0
2015-11-29,SEA,PIT,39,30,-3.0,46.5
2015-11-30,CLE,BAL,27,33,-6.0,41.0
2015-12-03,DET,GB,23,27,2.5,46.0
2015-12-06,BUF,HOU,30,21,-3.0,42.0
2015-12-06,MIA,BAL,15,13,-3.5,43.0
2015-12-06,NE,PHI,28,35,-9.0,49.5
2015-12-06,CLE,CIN,3,37,7.5,44.0
2015-12-06,PIT,IND,45,10,-10.0,50.5
2015-12-06,TEN,JAX,42,39,-3.0,43.5
2015-12-06,LAC,DEN,3,17,6.0,45.0
2015-12-06,OAK,KC,20,34,3.0,45.5
2015-12-06,NYG,NYJ,20,23,2.5,45.5
2015-12-06,CHI,SF,20,26,-6.0,43.0
2015-12-06,MIN,SEA,7,38,2.5,43.0
2015-12-06,NO,CAR,38,41,5.5,50.5
2015-12-06,TB,ATL,23,19,-1.0,46.5
2015-12-06,LAR,ARZ,3,27,3.5,43.0
2015-12-07,WAS,DAL,16,19,-2.0,43.0
2015-12-10,ARZ,MIN,23,20,-10.0,46.5
2015-12-13,NYJ,TEN,30,8,-8.0,43.0
2015-12-13,BAL,SEA,6,35,10.5,42.0
2015-12-13,CIN,PIT,20,33,-1.0,49.0
2015-12-13,CLE,SF,24,10,-2.5,43.0
2015-12-13,HOU,NE,6,27,4.5,46.0
2015-12-13,JAX,IND,51,16,-1.0,45.5
2015-12-13,DEN,OAK,12,15,-6.0,43.0
2015-12-13,KC,LAC,10,3,-11.5,42.0
2015-12-13,PHI,BUF,23,20,-1.0,48.0
2015-12-13,CHI,WAS,21,24,-4.0,42.5
2015-12-13,GB,DAL,28,7,-6.0,43.0
2015-12-13,CAR,ATL,38,0,-8.5,45.5
2015-12-13,TB,NO,17,24,-6.0,52.0
2015-12-13,LAR,DET,21,14,3.0,41.5
2015-12-14,MIA,NYG,24,31,2.5,47.5
2015-12-17,LAR,TB,31,23,-1.0,41.0
2015-12-19,DAL,NYJ,16,19,3.0,40.5
2015-12-20,NE,TEN,33,16,-14.5,48.0
2015-12-20,BAL,KC,14,34,6.5,41.0
2015-12-20,PIT,DEN,34,27,-7.5,45.5
2015-12-20,IND,HOU,10,16,-2.5,42.0
2015-12-20,JAX,ATL,17,23,-2.0,47.5
2015-12-20,LAC,MIA,30,14,-1.0,46.5
2015-12-20,OAK,GB,20,30,4.0,47.0
2015-12-20,NYG,CAR,35,38,4.5,46.5
2015-12-20,PHI,ARZ,17,40,3.5,50.5
2015-12-20,WAS,BUF,35,25,2.5,46.0
2015-12-20,MIN,CHI,38,17,-4.0,43.5
2015-12-20,SF,CIN,14,24,7.0,41.0
2015-12-20,SEA,CLE,30,13,-14.5,45.0
2015-12-21,NO,DET,27,35,-2.5,52.0
2015-12-24,OAK,LAC,23,20,-4.0,45.0
2015-12-26,PHI,WAS,24,38,-3.5,48.0
2015-12-27,BUF,DAL,16,6,-6.5,42.0
2015-12-27,MIA,IND,12,18,-2.5,44.0
2015-12-27,NYJ,NE,26,20,2.5,45.5
2015-12-27,BAL,PIT,20,17,11.0,47.5
2015-12-27,TEN,HOU,6,34,3.5,39.0
2015-12-27,KC,CLE,17,13,-11.5,42.5
2015-12-27,DET,SF,32,17,-8.5,42.5
2015-12-27,MIN,NYG,49,17,-7.0,45.0
2015-12-27,ATL,CAR,20,13,7.0,45.5
2015-12-27,NO,JAX,38,27,-2.5,52.5
2015-12-27,TB,CHI,21,26,-3.0,44.0
2015-12-27,ARZ,GB,38,8,-6.0,50.0
2015-12-27,SEA,LAR,17,23,-11.5,42.0
2015-12-28,DEN,CIN,20,17,-4.0,39.0
2016-01-03,BUF,NYJ,22,17,2.5,41.0
2016-01-03,MIA,NE,20,10,10.0,46.5
2016-01-03,CIN,BAL,24,16,-10.0,40.5
2016-01-03,CLE,PIT,12,28,13.0,47.0
2016-01-03,HOU,JAX,30,6,-5.5,45.0
2016-01-03,IND,TEN,30,24,-4.0,39.0
2016-01-03,DEN,LAC,27,20,-10.0,42.0
2016-01-03,KC,OAK,23,17,-6.5,43.5
2016-01-03,DAL,WAS,23,34,-3.0,41.0
2016-01-03,NYG,PHI,30,35,-3.5,51.0
2016-01-03,CHI,DET,20,24,2.5,45.0
2016-01-03,GB,MIN,13,20,-3.0,43.5
2016-01-03,ATL,NO,17,20,-6.0,53.5
2016-01-03,CAR,TB,38,10,-10.0,44.0
2016-01-03,ARZ,SEA,6,36,-6.0,46.5
2016-01-03,SF,LAR,19,16,3.0,39.0
2016-01-09,CIN,PIT,16,18,2.0,45.5
2016-01-09,HOU,KC,0,30,3.0,39.0
2016-01-10,WAS,GB,18,35,-2.0,47.0
2016-01-10,MIN,SEA,9,10,4.0,40.0
2016-01-16,NE,KC,27,20,-6.0,44.0
2016-01-16,ARZ,GB,26,20,-7.0,49.0
2016-01-17,DEN,PIT,23,16,-7.0,41.0
2016-01-17,CAR,SEA,31,24,-2.5,41.5
2016-01-24,DEN,NE,20,18,3.0,45.0
2016-01-24,CAR,ARZ,49,15,-3.0,47.0
2016-02-07,DEN,CAR,24,10,4.5,43.0
2016-09-08,DEN,CAR,21,20,3.0,40.5
2016-09-11,NYJ,CIN,22,23,-1.0,42.0
2016-09-11,BAL,BUF,13,7,-3.0,44.5
2016-09-11,HOU,CHI,23,14,-5.5,43.0
2016-09-11,IND,DET,35,39,-2.5,51.0
2016-09-11,JAX,GB,23,27,3.5,47.0
2016-09-11,TEN,MIN,16,25,2.5,40.0
2016-09-11,KC,LAC,33,27,-6.5,45.5
2016-09-11,DAL,NYG,19,20,-1.0,47.5
2016-09-11,PHI,CLE,29,10,-4.0,41.5
2016-09-11,ATL,TB,24,31,-2.5,46.5
2016-09-11,NO,OAK,34,35,-2.5,50.0
2016-09-11,ARZ,NE,21,23,-9.0,44.5
2016-09-11,SEA,MIA,12,10,-10.5,43.5
2016-09-12,WAS,PIT,16,38,2.5,49.0
2016-09-12,SF,LAR,28,0,2.5,43.0
2016-09-15,BUF,NYJ,31,37,-1.0,40.5
2016-09-18,NE,MIA,31,24,-5.5,42.0
2016-09-18,CLE,BAL,20,25,4.0,42.0
2016-09-18,PIT,CIN,24,16,-3.0,48.0
2016-09-18,HOU,KC,19,12,1.0,41.5
2016-09-18,DEN,IND,34,20,-6.0,47.0
2016-09-18,LAC,JAX,38,14,-3.0,47.5
2016-09-18,OAK,ATL,28,35,-4.0,47.5
2016-09-18,NYG,NO,16,13,-3.5,54.0
2016-09-18,WAS,DAL,23,27,-3.5,47.0
2016-09-18,DET,TEN,15,16,-6.0,48.0
2016-09-18,MIN,GB,17,14,1.5,43.0
2016-09-18,CAR,SF,46,27,-12.0,44.5
2016-09-18,ARZ,TB,40,7,-7.5,49.5
2016-09-18,LAR,SEA,9,3,5.5,38.0
2016-09-19,CHI,PHI,14,29,-3.0,42.5
2016-09-22,NE,HOU,27,0,-1.0,38.5
2016-09-25,BUF,ARZ,33,18,5.0,48.0
2016-09-25,MIA,CLE,30,24,-10.0,42.0
2016-09-25,CIN,DEN,17,29,-3.5,42.0
2016-09-25,IND,LAC,26,22,-1.5,51.5
2016-09-25,JAX,BAL,17,19,2.5,45.0
2016-09-25,TEN,OAK,10,17,1.5,47.0
2016-09-25,KC,NYJ,24,3,-3.0,44.5
2016-09-25,DAL,CHI,31,17,-6.5,44.5
2016-09-25,NYG,WAS,27,29,-3.5,47.0
2016-09-25,PHI,PIT,34,3,3.5,46.5
2016-09-25,GB,DET,34,27,-6.0,47.5
2016-09-25,CAR,MIN,10,22,-6.0,43.0
2016-09-25,TB,LAR,32,37,-3.5,40.5
2016-09-25,SEA,SF,37,18,-10.5,42.0
2016-09-26,NO,ATL,32,45,-2.5,54.0
2016-09-29,CIN,MIA,22,7,-7.5,46.0
2016-10-02,NE,BUF,0,16,-3.5,41.0
2016-10-02,NYJ,SEA,17,27,1.0,40.0
2016-10-02,BAL,OAK,27,28,-3.5,45.0
2016-10-02,PIT,KC,43,14,-3.0,48.0
2016-10-02,HOU,TEN,27,20,-4.0,40.0
2016-10-02,JAX,IND,30,27,1.0,48.0
2016-10-02,LAC,NO,34,35,-3.5,54.0
2016-10-02,WAS,CLE,31,20,-7.5,48.0
2016-10-02,CHI,DET,17,14,3.0,48.0
2016-10-02,ATL,CAR,48,33,2.5,48.5
2016-10-02,TB,DEN,7,27,3.5,43.0
2016-10-02,ARZ,LAR,13,17,-10.0,43.5
2016-10-02,SF,DAL,17,24,1.0,44.5
2016-10-03,MIN,NYG,24,10,-3.5,42.5
2016-10-06,SF,ARZ,21,33,3.5,42.5
2016-10-09,MIA,TEN,17,30,-2.5,44.5
2016-10-09,BAL,WAS,10,16,-4.0,44.5
2016-10-09,CLE,NE,13,33,10.0,47.5
2016-10-09,PIT,NYJ,31,13,-10.0,50.0
2016-10-09,IND,CHI,29,23,-4.0,47.5
2016-10-09,DEN,ATL,16,23,-3.5,44.5
2016-10-09,OAK,LAC,34,31,-3.5,50.5
2016-10-09,DAL,CIN,28,14,2.5,46.0
2016-10-09,DET,PHI,24,23,3.5,46.0
2016-10-09,GB,NYG,23,16,-7.0,49.0
2016-10-09,MIN,HOU,31,13,-6.0,39.0
2016-10-09,LAR,BUF,19,30,2.5,41.5
2016-10-10,CAR,TB,14,17,-6.0,46.5
2016-10-13,LAC,DEN,21,13,3.0,44.0
2016-10-16,BUF,SF,45,16,-7.5,44.0
2016-10-16,MIA,PIT,30,15,7.5,49.5
2016-10-16,NE,CIN,35,17,-7.5,48.0
2016-10-16,HOU,IND,26,23,-3.0,47.5
2016-10-16,TEN,CLE,28,26,-7.5,44.5
2016-10-16,OAK,KC,10,26,1.0,46.5
2016-10-16,NYG,BAL,27,23,-3.5,42.5
2016-10-16,WAS,PHI,27,20,3.0,45.0
2016-10-16,CHI,JAX,16,17,-2.5,46.0
2016-10-16,DET,LAR,31,28,-2.5,44.0
2016-10-16,GB,DAL,16,30,-5.0,47.0
2016-10-16,NO,CAR,41,38,2.5,53.5
2016-10-16,SEA,ATL,26,24,-7.0,45.5
2016-10-17,ARZ,NYJ,28,3,-7.0,45.5
2016-10-20,GB,CHI,26,10,-7.5,46.5
2016-10-23,MIA,BUF,28,25,2.5,46.0
2016-10-23,NYJ,BAL,24,16,-2.5,40.0
2016-10-23,CIN,CLE,31,17,-11.0,46.5
2016-10-23,PIT,NE,16,27,7.5,49.0
2016-10-23,JAX,OAK,16,33,-2.0,47.5
2016-10-23,TEN,IND,26,34,-4.0,48.0
2016-10-23,KC,NO,27,21,-7.0,51.5
2016-10-23,PHI,MIN,21,10,3.0,39.0
2016-10-23,DET,WAS,20,17,1.0,50.0
2016-10-23,ATL,LAC,30,33,-4.5,52.5
2016-10-23,ARZ,SEA,6,6,-2.5,43.0
2016-10-23,LAR,NYG,10,17,2.5,44.5
2016-10-23,SF,TB,17,34,-1.0,45.0
2016-10-24,DEN,HOU,27,9,-8.5,40.0
2016-10-27,TEN,JAX,36,22,-3.0,43.5
2016-10-30,BUF,NE,25,41,5.5,48.0
2016-10-30,CIN,WAS,27,27,-3.0,49.0
2016-10-30,CLE,NYJ,28,31,2.5,45.5
2016-10-30,HOU,DET,20,13,-1.0,46.5
2016-10-30,IND,KC,14,30,3.0,50.5
2016-10-30,DEN,LAC,27,19,-3.5,43.0
2016-10-30,DAL,PHI,29,23,-5.0,44.0
2016-10-30,ATL,GB,33,32,-3.0,51.0
2016-10-30,CAR,ARZ,30,20,-2.5,45.5
2016-10-30,NO,SEA,25,20,1.0,50.0
2016-10-30,TB,OAK,24,30,-1.0,48.0
2016-10-31,CHI,MIN,20,10,4.5,39.5
2016-11-03,TB,ATL,28,43,4.5,49.0
2016-11-06,MIA,NYJ,27,23,-3.5,45.0
2016-11-06,BAL,PIT,21,14,3.5,46.0
2016-11-06,CLE,DAL,10,35,7.0,49.0
2016-11-06,KC,JAX,19,14,-7.0,42.5
2016-11-06,LAC,TEN,43,35,-3.5,47.5
2016-11-06,OAK,DEN,30,20,-1.0,44.5
2016-11-06,NYG,PHI,28,23,-3.0,42.5
2016-11-06,GB,IND,26,31,-7.5,52.0
2016-11-06,MIN,DET,16,22,-4.5,42.5
2016-11-06,LAR,CAR,10,13,3.0,44.5
2016-11-06,SF,NO,23,41,5.0,53.0
2016-11-07,SEA,BUF,31,25,-5.5,43.5
2016-11-10,BAL,CLE,28,7,-7.5,44.0
2016-11-13,NE,SEA,24,31,-7.5,49.5
2016-11-13,NYJ,LAR,6,9,1.0,39.0
2016-11-13,PIT,DAL,30,35,-3.0,50.5
2016-11-13,JAX,HOU,21,24,-3.0,42.0
2016-11-13,TEN,GB,47,25,3.0,48.5
2016-11-13,LAC,MIA,24,31,-4.0,48.5
2016-11-13,PHI,ATL,24,15,-2.0,48.5
2016-11-13,WAS,MIN,26,20,-2.5,42.0
2016-11-13,CAR,KC,17,20,-3.0,44.0
2016-11-13,NO,DEN,23,25,-3.0,50.0
2016-11-13,TB,CHI,36,10,2.5,45.0
2016-11-13,ARZ,SF,23,20,-13.5,46.5
2016-11-14,NYG,CIN,21,20,1.0,49.5
2016-11-17,CAR,NO,23,20,-3.5,52.5
2016-11-20,CIN,BUF,12,16,-2.5,48.0
2016-11-20,CLE,PIT,9,24,8.0,45.5
2016-11-20,IND,TEN,24,17,-3.0,53.5
2016-11-20,KC,TB,17,19,-7.0,45.0
2016-11-20,DAL,BAL,27,17,-7.0,44.5
2016-11-20,NYG,CHI,22,16,-7.0,41.5
2016-11-20,WAS,GB,42,24,-3.0,48.0
2016-11-20,DET,JAX,26,19,-5.5,47.0
2016-11-20,MIN,ARZ,30,24,-2.0,39.5
2016-11-20,LAR,MIA,10,14,-1.0,39.0
2016-11-20,SF,NE,17,30,10.5,51.5
2016-11-20,SEA,PHI,26,15,-6.5,42.5
2016-11-21,OAK,HOU,27,20,-6.5,45.5
2016-11-24,IND,PIT,7,28,8.0,50.0
2016-11-24,DAL,WAS,31,26,-5.5,53.0
2016-11-24,DET,MIN,16,13,-1.5,42.0
2016-11-27,BUF,JAX,28,21,-8.5,43.5
2016-11-27,MIA,SF,31,24,-7.5,44.5
2016-11-27,NYJ,NE,17,22,8.5,48.0
2016-11-27,BAL,CIN,19,14,-3.5,41.5
2016-11-27,CLE,NYG,13,27,6.5,46.5
2016-11-27,HOU,LAC,13,21,2.5,45.5
2016-11-27,DEN,KC,27,30,-3.5,40.0
2016-11-27,OAK,CAR,35,32,-3.5,48.5
2016-11-27,CHI,TEN,21,27,6.5,41.5
2016-11-27,ATL,ARZ,38,19,-4.0,49.0
2016-11-27,NO,LAR,49,21,-8.0,45.0
2016-11-27,TB,SEA,14,5,5.0,46.0
2016-11-28,PHI,GB,13,27,-4.0,47.0
2016-12-01,MIN,DAL,15,17,3.0,43.5
2016-12-04,NE,LAR,26,10,-13.0,44.5
2016-12-04,BAL,MIA,38,6,-3.5,41.5
2016-12-04,CIN,PHI,32,14,-2.0,42.0
2016-12-04,PIT,NYG,24,14,-6.5,49.5
2016-12-04,JAX,DEN,10,20,3.5,38.5
2016-12-04,LAC,TB,21,28,-3.5,49.0
2016-12-04,OAK,BUF,38,24,-3.0,48.5
2016-12-04,GB,HOU,21,13,-6.5,44.5
2016-12-04,CHI,SF,26,6,-2.5,43.5
2016-12-04,ATL,KC,28,29,-5.0,50.0
2016-12-04,NO,DET,13,28,-6.5,53.0
2016-12-04,ARZ,WAS,31,23,-2.5,48.5
2016-12-04,SEA,CAR,40,7,-8.0,43.5
2016-12-05,NYJ,IND,10,41,-1.0,48.5
2016-12-08,KC,OAK,21,13,-3.5,46.0
2016-12-11,BUF,PIT,20,27,1.0,45.5
2016-12-11,MIA,ARZ,26,23,2.0,44.0
2016-12-11,CLE,CIN,10,23,4.5,42.0
2016-12-11,IND,HOU,17,22,-6.5,47.5
2016-12-11,JAX,MIN,16,25,3.0,38.0
2016-12-11,TEN,DEN,13,10,-2.0,44.0
2016-12-11,NYG,DAL,10,7,3.5,47.0
2016-12-11,PHI,WAS,22,27,2.0,48.5
2016-12-11,DET,CHI,20,17,-7.5,42.0
2016-12-11,GB,SEA,38,10,3.0,47.0
2016-12-11,CAR,LAC,28,16,-1.0,48.5
2016-12-11,TB,NO,16,11,-2.0,52.0
2016-12-11,LAR,ATL,14,42,4.5,44.0
2016-12-11,SF,NYJ,17,23,-3.0,42.5
