date,team_home,team_away,score_home,score_away,spread_home_vegas,total_vegas
2016-12-12,NE,BAL,30,23,-6.0,45.0
2016-12-15,SEA,LAR,24,3,-15.0,39.5
2016-12-17,NYJ,MIA,13,34,2.5,40.0
2016-12-18,BUF,CLE,33,13,-10.5,43.0
2016-12-18,BAL,PHI,27,26,-5.0,41.0
2016-12-18,CIN,PIT,20,24,3.0,45.5
2016-12-18,HOU,JAX,21,20,-3.5,39.5
2016-12-18,DEN,NE,3,16,3.0,43.0
2016-12-18,KC,TEN,17,19,-6.0,43.0
2016-12-18,LAC,OAK,16,19,2.5,49.5
2016-12-18,DAL,TB,26,20,-7.0,47.5
2016-12-18,NYG,DET,17,6,-4.0,42.5
2016-12-18,CHI,GB,27,30,4.5,40.0
2016-12-18,MIN,IND,6,34,-5.0,44.5
2016-12-18,ATL,SF,41,13,-13.5,51.5
2016-12-18,ARZ,NO,41,48,-3.0,48.5
2016-12-19,WAS,CAR,15,26,-7.0,50.5
2016-12-22,PHI,NYG,24,19,-1.5,42.5
2016-12-24,BUF,MIA,31,34,-4.5,44.5
2016-12-24,NE,NYJ,41,3,-17.0,45.0
2016-12-24,CLE,LAC,20,17,4.5,45.0
2016-12-24,HOU,CIN,12,10,-3.0,41.5
2016-12-24,JAX,TEN,38,17,4.0,44.0
2016-12-24,OAK,IND,33,25,-3.5,52.0
2016-12-24,CHI,WAS,21,41,3.0,49.0
2016-12-24,GB,MIN,38,25,-6.0,44.5
2016-12-24,CAR,ATL,16,33,3.0,49.0
2016-12-24,NO,TB,31,24,-3.0,53.0
2016-12-24,LAR,SF,21,22,-6.0,39.5
2016-12-24,SEA,ARZ,31,34,-9.0,43.5
2016-12-25,PIT,BAL,31,27,-5.5,46.5
2016-12-25,KC,DEN,33,10,-3.5,38.0
2016-12-26,DAL,DET,42,21,-6.5,46.5
2017-01-01,MIA,NE,14,35,7.5,47.0
2017-01-01,NYJ,BUF,30,10,3.5,43.0
2017-01-01,CIN,BAL,27,10,2.5,40.5
2017-01-01,PIT,CLE,27,24,-3.0,41.5
2017-01-01,IND,JAX,24,20,-5.5,48.5
2017-01-01,TEN,HOU,24,17,-3.0,41.5
2017-01-01,DEN,OAK,24,6,-1.0,40.0
2017-01-01,LAC,KC,27,37,5.5,45.0
2017-01-01,PHI,DAL,27,13,-6.5,44.0
2017-01-01,WAS,NYG,10,19,-9.0,47.5
2017-01-01,DET,GB,24,31,3.5,50.0
2017-01-01,MIN,CHI,38,10,-6.0,44.0
2017-01-01,ATL,NO,38,32,-7.5,58.5
2017-01-01,TB,CAR,17,16,-3.0,44.5
2017-01-01,LAR,ARZ,6,44,7.0,39.0
2017-01-01,SF,SEA,23,25,11.5,45.0
2017-01-07,HOU,OAK,27,14,-4.0,38.0
2017-01-07,SEA,DET,26,6,-8.0,45.5
2017-01-08,PIT,MIA,30,12,-11.0,47.5
2017-01-08,GB,NYG,38,13,-5.0,46.5
2017-01-14,NE,HOU,34,16,-16.0,44.0
2017-01-14,ATL,SEA,36,20,-6.5,51.0
2017-01-15,KC,PIT,16,18,-2.5,45.5
2017-01-15,DAL,GB,31,34,-5.5,52.5
2017-01-22,NE,PIT,36,17,-5.5,50.0
2017-01-22,ATL,GB,44,21,-6.5,59.5
2017-02-05,ATL,NE,28,34,3.0,57.0
2017-09-07,NE,KC,27,42,-8.0,47.5
2017-09-10,BUF,NYJ,21,12,-7.0,42.0
2017-09-10,CIN,BAL,0,20,-2.5,41.5
2017-09-10,CLE,PIT,18,21,10.0,47.0
2017-09-10,HOU,JAX,7,29,-5.5,38.0
2017-09-10,TEN,OAK,16,26,-2.5,49.5
2017-09-10,DAL,NYG,19,3,-6.0,46.5
2017-09-10,WAS,PHI,17,30,2.0,49.5
2017-09-10,CHI,ATL,17,23,6.5,48.0
2017-09-10,DET,ARZ,35,23,2.5,48.5
2017-09-10,GB,SEA,17,9,-2.5,49.5
2017-09-10,LAR,IND,46,9,-3.5,41.5
2017-09-10,SF,CAR,3,23,4.5,45.5
2017-09-11,DEN,LAC,24,21,-3.0,41.5
2017-09-11,MIN,NO,29,19,-3.0,47.5
2017-09-14,CIN,HOU,9,13,-5.0,38.0
2017-09-17,BAL,CLE,24,10,-7.5,39.5
2017-09-17,PIT,MIN,26,9,-8.5,43.0
2017-09-17,IND,ARZ,13,16,7.0,44.0
2017-09-17,JAX,TEN,16,37,1.0,42.0
2017-09-17,DEN,DAL,42,17,2.5,44.0
2017-09-17,KC,PHI,27,20,-4.0,46.5
2017-09-17,LAC,MIA,17,19,-3.5,46.0
2017-09-17,OAK,NYJ,45,20,-14.0,44.0
2017-09-17,ATL,GB,34,23,-3.0,55.0
2017-09-17,CAR,BUF,9,3,-6.5,43.0
2017-09-17,NO,NE,20,36,5.5,55.0
2017-09-17,TB,CHI,29,7,-7.0,44.0
2017-09-17,LAR,WAS,20,27,-3.0,46.5
2017-09-17,SEA,SF,12,9,-13.5,42.0
2017-09-18,NYG,DET,10,24,-3.0,42.0
2017-09-21,SF,LAR,39,41,3.0,40.5
2017-09-24,MIN,TB,34,17,1.0,41.0
2017-09-24,BUF,DEN,26,16,3.5,40.0
2017-09-24,NE,HOU,36,33,-13.5,44.5
2017-09-24,NYJ,MIA,20,6,5.5,43.0
2017-09-24,IND,CLE,31,28,1.0,42.0
2017-09-24,JAX,BAL,44,7,3.0,38.0
2017-09-24,TEN,SEA,33,27,-2.0,42.0
2017-09-24,LAC,KC,10,24,3.0,47.5
2017-09-24,PHI,NYG,27,24,-5.0,43.0
2017-09-24,WAS,OAK,27,10,3.5,53.5
2017-09-24,CHI,PIT,23,17,7.0,43.5
2017-09-24,DET,ATL,26,30,3.0,51.0
2017-09-24,GB,CIN,27,24,-7.0,47.5
2017-09-24,CAR,NO,13,34,-5.0,46.5
2017-09-25,ARZ,DAL,17,28,3.0,46.5
2017-09-28,GB,CHI,35,14,-7.5,44.0
2017-10-01,MIA,NO,0,20,4.0,51.5
2017-10-01,NE,CAR,30,33,-9.0,48.0
2017-10-01,NYJ,JAX,23,20,4.0,38.5
2017-10-01,BAL,PIT,9,26,3.5,42.0
2017-10-01,CLE,CIN,7,31,3.0,41.5
2017-10-01,HOU,TEN,57,14,2.5,43.0
2017-10-01,DEN,OAK,16,10,-3.5,44.0
2017-10-01,LAC,PHI,24,26,-2.0,48.0
2017-10-01,DAL,LAR,30,35,-5.0,51.0
2017-10-01,MIN,DET,7,14,-2.5,43.0
2017-10-01,ATL,BUF,17,23,-8.0,48.0
2017-10-01,TB,NYG,25,23,-2.5,45.5
2017-10-01,ARZ,SF,18,15,-6.0,43.0
2017-10-01,SEA,IND,46,18,-12.5,41.5
2017-10-02,KC,WAS,29,20,-6.5,48.0
2017-10-05,TB,NE,14,19,3.5,54.5
2017-10-08,MIA,TEN,16,10,-1.0,41.5
2017-10-08,CIN,BUF,20,16,-3.0,39.0
2017-10-08,CLE,NYJ,14,17,1.5,41.5
2017-10-08,PIT,JAX,9,30,-7.5,41.0
2017-10-08,HOU,KC,34,42,2.0,45.0
2017-10-08,IND,SF,26,23,-1.0,43.5
2017-10-08,OAK,BAL,17,30,-3.0,40.5
2017-10-08,DAL,GB,31,35,-2.5,52.0
2017-10-08,NYG,LAC,22,27,-3.0,45.5
2017-10-08,PHI,ARZ,34,7,-6.0,45.0
2017-10-08,DET,CAR,24,27,-2.0,42.0
2017-10-08,LAR,SEA,10,16,-2.0,47.0
2017-10-09,CHI,MIN,17,20,3.5,41.0
2017-10-12,CAR,PHI,23,28,-3.0,44.0
2017-10-15,NYJ,NE,17,24,9.0,48.5
2017-10-15,BAL,CHI,24,27,-5.5,39.5
2017-10-15,HOU,CLE,33,17,-7.5,46.0
2017-10-15,JAX,LAR,17,27,-1.0,42.0
2017-10-15,DEN,NYG,10,23,-13.5,37.5
2017-10-15,KC,PIT,13,19,-3.5,46.0
2017-10-15,OAK,LAC,16,17,-3.0,48.5
2017-10-15,WAS,SF,26,24,-12.0,46.0
2017-10-15,MIN,GB,23,10,3.0,46.0
2017-10-15,ATL,MIA,17,20,-14.0,46.0
2017-10-15,NO,DET,52,38,-6.0,50.5
2017-10-15,ARZ,TB,38,33,2.5,46.5
2017-10-16,TEN,IND,36,22,-7.0,46.0
2017-10-19,OAK,KC,31,30,3.0,46.5
2017-10-22,BUF,TB,30,27,-3.0,46.5
2017-10-22,MIA,NYJ,31,28,-3.0,40.0
2017-10-22,NE,ATL,23,7,-3.0,56.5
2017-10-22,CLE,TEN,9,12,5.5,42.5
2017-10-22,PIT,CIN,29,14,-4.0,40.0
2017-10-22,IND,JAX,0,27,3.0,41.0
2017-10-22,LAC,DEN,21,0,1.0,41.0
2017-10-22,NYG,SEA,7,24,4.0,39.0
2017-10-22,CHI,CAR,17,3,2.5,39.5
2017-10-22,GB,NO,17,26,3.5,45.5
2017-10-22,MIN,BAL,24,16,-5.0,37.5
2017-10-22,LAR,ARZ,33,0,-3.0,45.5
2017-10-22,SF,DAL,10,40,6.5,48.0
2017-10-23,PHI,WAS,34,24,-5.0,48.5
2017-10-26,BAL,MIA,40,0,-3.0,38.0
2017-10-29,BUF,OAK,34,14,-2.0,47.0
2017-10-29,NE,LAC,21,13,-6.5,49.0
2017-10-29,NYJ,ATL,20,25,6.5,43.5
2017-10-29,CIN,IND,24,23,-11.0,44.0
2017-10-29,CLE,MIN,16,33,11.0,38.5
2017-10-29,PHI,SF,33,10,-13.0,45.0
2017-10-29,WAS,DAL,19,33,3.0,46.5
2017-10-29,DET,PIT,15,20,3.0,44.5
2017-10-29,NO,CHI,20,12,-7.5,46.0
2017-10-29,TB,CAR,3,17,-1.5,46.0
2017-10-29,SEA,HOU,41,38,-6.0,45.0
2017-10-30,KC,DEN,29,19,-7.0,42.0
2017-11-02,NYJ,BUF,34,21,3.0,42.0
2017-11-05,MIA,OAK,24,27,3.0,44.5
2017-11-05,HOU,IND,14,20,-6.0,45.0
2017-11-05,JAX,CIN,23,7,-6.0,38.0
2017-11-05,TEN,BAL,23,20,-3.0,41.0
2017-11-05,DAL,KC,28,17,-2.5,53.0
2017-11-05,NYG,LAR,17,51,5.5,42.5
2017-11-05,PHI,DEN,51,23,-7.0,41.0
2017-11-05,CAR,ATL,20,17,3.0,42.0
2017-11-05,NO,TB,30,10,-7.0,54.0
2017-11-05,SF,ARZ,10,20,2.5,39.0
2017-11-05,SEA,WAS,14,17,-8.0,44.5
2017-11-06,GB,DET,17,30,2.5,42.5
2017-11-09,ARZ,SEA,16,22,6.0,40.0
2017-11-12,BUF,NO,10,47,2.0,48.5
2017-11-12,IND,PIT,17,20,10.5,47.0
2017-11-12,JAX,LAC,20,17,-5.0,40.5
2017-11-12,TEN,CIN,24,20,-4.5,40.5
2017-11-12,DEN,NE,16,41,7.0,45.0
2017-11-12,WAS,MIN,30,38,1.0,43.0
2017-11-12,CHI,GB,16,23,-4.5,37.5
2017-11-12,DET,CLE,38,24,-10.5,42.5
2017-11-12,ATL,DAL,27,7,-3.5,49.0
2017-11-12,TB,NYJ,15,10,-1.0,44.5
2017-11-12,LAR,HOU,33,7,-12.0,45.0
2017-11-12,SF,NYG,31,21,3.0,41.5
2017-11-13,CAR,MIA,45,21,-8.0,38.5
2017-11-16,PIT,TEN,40,17,-7.0,44.5
2017-11-19,MIA,TB,20,30,1.0,44.0
2017-11-19,CLE,JAX,7,19,7.5,37.0
2017-11-19,HOU,ARZ,31,21,-2.5,38.0
2017-11-19,DEN,CIN,17,20,-2.5,37.5
2017-11-19,LAC,BUF,54,24,-7.0,41.5
2017-11-19,OAK,NE,8,33,7.0,55.0
2017-11-19,DAL,PHI,9,37,6.0,48.0
2017-11-19,NYG,KC,12,9,10.0,44.5
2017-11-19,CHI,DET,24,27,3.0,41.0
2017-11-19,GB,BAL,0,23,2.5,38.5
2017-11-19,MIN,LAR,24,7,-1.0,46.0
2017-11-19,NO,WAS,34,31,-9.5,52.5
2017-11-20,SEA,ATL,31,34,1.0,46.0
2017-11-23,DAL,LAC,6,28,1.0,46.5
2017-11-23,WAS,NYG,20,10,-7.0,44.0
2017-11-23,DET,MIN,23,30,2.5,46.0
2017-11-26,NE,MIA,35,17,-17.0,49.0
2017-11-26,NYJ,CAR,27,35,5.5,39.5
2017-11-26,CIN,CLE,30,16,-7.5,39.0
2017-11-26,PIT,GB,31,28,-14.0,42.5
2017-11-26,IND,TEN,16,20,3.0,46.5
2017-11-26,KC,BUF,10,16,-8.5,47.0
2017-11-26,OAK,DEN,21,14,-3.5,41.0
2017-11-26,PHI,CHI,31,3,-14.0,43.5
2017-11-26,ATL,TB,34,20,-10.5,47.0
2017-11-26,ARZ,JAX,27,24,6.0,37.5
2017-11-26,LAR,NO,26,20,-2.5,54.0
2017-11-26,SF,SEA,13,24,7.0,45.0
2017-11-27,BAL,HOU,23,16,-7.5,39.5
2017-11-30,DAL,WAS,38,14,1.5,47.0
2017-12-03,BUF,NE,3,23,7.5,48.5
2017-12-03,MIA,DEN,35,9,1.0,41.0
2017-12-03,NYJ,KC,38,31,4.0,44.0
2017-12-03,BAL,DET,44,20,-2.5,43.0
2017-12-03,JAX,IND,30,10,-10.0,41.0
2017-12-03,TEN,HOU,24,13,-7.0,42.5
2017-12-03,LAC,CLE,19,10,-13.5,45.0
2017-12-03,OAK,NYG,24,17,-10.0,43.0
2017-12-03,CHI,SF,14,15,-2.5,42.0
2017-12-03,GB,TB,26,20,-3.0,45.0
2017-12-03,ATL,MIN,9,14,-2.0,48.5
2017-12-03,NO,CAR,31,21,-5.5,48.0
2017-12-03,ARZ,LAR,16,32,7.5,43.0
2017-12-03,SEA,PHI,24,10,3.5,46.5
2017-12-04,CIN,PIT,20,23,4.5,42.5
2017-12-07,ATL,NO,20,17,-2.5,51.5
2017-12-10,TB,DET,21,24,0.0,48.0
2017-12-10,BUF,IND,13,7,-3.5,36.5
2017-12-10,CIN,CHI,7,33,-6.0,40.5
2017-12-10,CLE,GB,21,27,2.5,38.5
2017-12-10,PIT,BAL,39,38,-6.0,43.0
2017-12-10,HOU,SF,16,26,-1.0,45.5
2017-12-10,JAX,SEA,30,24,-3.0,41.0
2017-12-10,DEN,NYJ,23,0,1.0,40.5
2017-12-10,KC,OAK,26,15,-4.5,48.5
2017-12-10,LAC,WAS,30,13,-6.0,46.5
2017-12-10,NYG,DAL,10,30,4.0,42.0
2017-12-10,CAR,MIN,31,24,2.5,40.5
2017-12-10,ARZ,TEN,12,7,2.5,42.0
2017-12-10,LAR,PHI,35,43,-1.0,47.5
2017-12-11,MIA,NE,27,20,10.5,48.0
2017-12-14,IND,DEN,13,25,3.0,40.5
2017-12-16,KC,LAC,30,13,-1.0,47.0
2017-12-16,DET,CHI,20,10,-5.0,43.5
2017-12-17,BUF,MIA,24,16,-3.5,39.5
2017-12-17,CLE,BAL,10,27,6.5,42.0
2017-12-17,PIT,NE,24,27,2.5,52.5
2017-12-17,JAX,HOU,45,7,-10.5,39.0
2017-12-17,OAK,DAL,17,20,3.0,46.0
2017-12-17,NYG,PHI,29,34,7.5,40.5
2017-12-17,WAS,ARZ,20,15,-4.0,40.0
2017-12-17,MIN,CIN,34,7,-12.5,42.5
2017-12-17,CAR,GB,31,24,-3.0,46.5
2017-12-17,NO,NYJ,31,19,-16.5,47.0
2017-12-17,SF,TEN,25,23,-2.5,44.5
2017-12-17,SEA,LAR,7,42,1.0,47.5
2017-12-18,TB,ATL,21,24,7.0,49.5
2017-12-23,BAL,IND,23,16,-13.5,41.0
2017-12-23,GB,MIN,0,16,8.5,41.0
2017-12-24,NE,BUF,37,16,-11.0,47.5
2017-12-24,NYJ,LAC,7,14,7.5,42.5
2017-12-24,CIN,DET,26,17,3.5,43.5
2017-12-24,TEN,LAR,23,27,5.5,46.0
2017-12-24,KC,MIA,29,13,-11.0,43.5
2017-12-24,DAL,SEA,12,21,-4.5,47.0
2017-12-24,WAS,DEN,27,11,-3.0,39.5
2017-12-24,CHI,CLE,20,3,-5.5,37.0
2017-12-24,CAR,TB,22,19,-10.0,46.5
2017-12-24,NO,ATL,23,13,-5.5,52.0
2017-12-24,ARZ,NYG,23,0,-3.0,39.0
2017-12-24,SF,JAX,44,33,4.0,43.0
2017-12-25,HOU,PIT,6,34,8.0,45.5
2017-12-25,PHI,OAK,19,10,-10.0,46.0
2017-12-31,MIA,BUF,16,22,2.5,41.5
2017-12-31,NE,NYJ,26,6,-17.0,43.5
2017-12-31,BAL,CIN,27,31,-8.0,40.0
2017-12-31,PIT,CLE,28,24,-5.0,38.5
2017-12-31,IND,HOU,22,13,-5.5,41.5
2017-12-31,TEN,JAX,15,10,-2.5,40.0
2017-12-31,DEN,KC,24,27,-3.0,37.5
2017-12-31,LAC,OAK,30,10,-7.0,43.0
2017-12-31,NYG,WAS,18,10,4.5,41.0
2017-12-31,PHI,DAL,0,6,3.5,41.0
2017-12-31,DET,GB,35,11,-7.5,44.5
2017-12-31,MIN,CHI,23,10,-13.5,38.5
2017-12-31,ATL,CAR,22,10,-5.0,44.5
2017-12-31,TB,NO,31,24,6.0,49.0
2017-12-31,LAR,SF,13,34,6.0,44.5
2017-12-31,SEA,ARZ,24,26,-8.0,38.0
2018-01-06,KC,TEN,21,22,-8.5,44.0
2018-01-06,LAR,ATL,13,26,-6.5,48.0
2018-01-07,JAX,BUF,10,3,-8.0,39.5
2018-01-07,NO,CAR,31,26,-6.5,47.5
2018-01-13,NE,TEN,35,14,-13.5,48.5
2018-01-13,PHI,ATL,15,10,2.5,40.0
2018-01-14,PIT,JAX,42,45,-7.0,40.5
2018-01-14,MIN,NO,29,24,-5.5,46.5
2018-01-21,NE,JAX,24,20,-7.5,46.0
2018-01-21,PHI,MIN,38,7,3.0,39.0
2018-02-04,NE,PHI,33,41,-4.5,48.5
2018-09-06,PHI,ATL,18,12,-1.0,44.5
2018-09-09,MIA,TEN,27,20,1.0,43.5
2018-09-09,NE,HOU,27,20,-6.0,49.5
2018-09-09,BAL,BUF,47,3,-7.5,39.0
2018-09-09,CLE,PIT,21,21,3.5,41.0
2018-09-09,IND,CIN,23,34,1.0,47.5
2018-09-09,DEN,SEA,27,24,-3.0,42.5
2018-09-09,LAC,KC,28,38,-3.5,48.0
2018-09-09,NYG,JAX,15,20,2.5,43.0
2018-09-09,GB,CHI,24,23,-6.5,45.0
2018-09-09,MIN,SF,24,16,-6.0,46.5
2018-09-09,CAR,DAL,16,8,-2.5,42.5
2018-09-09,NO,TB,40,48,-10.0,50.0
2018-09-09,ARZ,WAS,6,24,-2.0,43.5
2018-09-10,OAK,LAR,13,33,6.5,47.5
2018-09-10,DET,NYJ,17,48,-7.0,44.0
2018-09-13,CIN,BAL,34,23,-1.0,43.0
2018-09-16,BUF,LAC,20,31,7.5,41.5
2018-09-16,NYJ,MIA,12,20,-3.0,43.0
2018-09-16,PIT,KC,37,42,-4.5,52.0
2018-09-16,JAX,NE,31,20,2.0,44.5
2018-09-16,TEN,HOU,20,17,3.5,41.0
2018-09-16,DEN,OAK,20,19,-5.5,44.0
2018-09-16,DAL,NYG,20,13,-3.0,42.0
2018-09-16,WAS,IND,9,21,-6.0,48.0
2018-09-16,GB,MIN,29,29,2.0,45.0
2018-09-16,ATL,CAR,31,24,-5.5,44.0
2018-09-16,NO,CLE,21,18,-10.0,51.0
2018-09-16,TB,PHI,27,21,3.0,46.5
2018-09-16,LAR,ARZ,34,0,-13.5,43.5
2018-09-16,SF,DET,30,27,-6.0,48.5
2018-09-17,CHI,SEA,24,17,-4.5,42.5
2018-09-20,CLE,NYJ,21,17,-3.0,41.0
2018-09-23,MIA,OAK,28,20,-3.0,46.0
2018-09-23,BAL,DEN,27,14,-5.5,46.0
2018-09-23,HOU,NYG,22,27,-6.5,44.0
2018-09-23,JAX,TEN,6,9,-10.0,39.0
2018-09-23,KC,SF,38,27,-5.5,53.0
2018-09-23,PHI,IND,20,16,-6.5,45.5
2018-09-23,WAS,GB,31,17,2.5,45.5
2018-09-23,DET,NE,26,10,7.0,55.0
2018-09-23,MIN,BUF,6,27,-16.5,41.0
2018-09-23,ATL,NO,37,43,-1.5,54.0
2018-09-23,CAR,CIN,31,21,-2.5,44.0
2018-09-23,ARZ,CHI,14,16,5.5,39.0
2018-09-23,LAR,LAC,35,23,-7.5,49.0
2018-09-23,SEA,DAL,24,13,-1.0,40.0
2018-09-24,TB,PIT,27,30,-1.0,55.0
2018-09-27,LAR,MIN,38,31,-7.5,48.5
2018-09-30,NE,MIA,38,7,-6.5,50.5
2018-09-30,PIT,BAL,14,26,-3.0,51.0
2018-09-30,IND,HOU,34,37,1.0,48.0
2018-09-30,JAX,NYJ,31,12,-7.5,40.5
2018-09-30,TEN,PHI,26,23,3.0,41.5
2018-09-30,LAC,SF,29,27,-10.5,46.0
2018-09-30,OAK,CLE,45,42,-2.5,44.5
2018-09-30,DAL,DET,26,24,-2.5,43.5
2018-09-30,NYG,NO,18,33,3.5,51.5
2018-09-30,CHI,TB,48,10,-3.0,46.0
2018-09-30,GB,BUF,22,0,-8.5,43.5
2018-09-30,ATL,CIN,36,37,-3.5,52.5
2018-09-30,ARZ,SEA,17,20,3.5,40.0
2018-10-01,DEN,KC,23,27,3.5,53.5
2018-10-04,NE,IND,38,24,-10.5,49.5
2018-10-07,BUF,TEN,13,12,6.0,38.5
2018-10-07,NYJ,DEN,34,16,-1.0,43.0
2018-10-07,CIN,MIA,27,17,-6.5,47.5
2018-10-07,CLE,BAL,12,9,3.0,44.5
2018-10-07,PIT,ATL,41,17,-3.5,57.0
2018-10-07,HOU,DAL,19,16,-3.5,45.5
2018-10-07,KC,JAX,30,14,-3.0,48.0
2018-10-07,LAC,OAK,26,10,-5.0,52.0
2018-10-07,PHI,MIN,21,23,-3.5,48.0
2018-10-07,DET,GB,31,23,-1.0,50.0
2018-10-07,CAR,NYG,33,31,-7.0,43.5
2018-10-07,SF,ARZ,18,28,-3.0,40.5
2018-10-07,SEA,LAR,31,33,7.5,50.5
2018-10-08,NO,WAS,43,19,-5.5,51.5
2018-10-11,NYG,PHI,13,34,1.5,45.0
2018-10-14,MIA,CHI,31,28,7.5,40.5
2018-10-14,NE,KC,43,40,-3.5,59.5
2018-10-14,NYJ,IND,42,34,-2.5,47.5
2018-10-14,CIN,PIT,21,28,-1.5,49.5
2018-10-14,CLE,LAC,14,38,-1.0,47.0
2018-10-14,HOU,BUF,20,13,-10.5,40.5
2018-10-14,TEN,BAL,0,21,2.5,43.5
2018-10-14,DEN,LAR,20,23,7.0,50.0
2018-10-14,OAK,SEA,3,27,3.0,48.0
2018-10-14,DAL,JAX,40,7,3.0,39.0
2018-10-14,WAS,CAR,23,17,1.0,44.5
2018-10-14,MIN,ARZ,27,17,-10.0,43.5
2018-10-14,ATL,TB,34,29,-3.0,57.0
2018-10-15,GB,SF,33,30,-9.0,46.5
2018-10-18,ARZ,DEN,10,45,1.0,42.5
2018-10-21,MIA,DET,21,32,3.0,47.0
2018-10-21,NYJ,MIN,17,37,3.5,45.0
2018-10-21,BAL,NO,23,24,-2.5,49.0
2018-10-21,IND,BUF,37,5,-7.0,43.5
2018-10-21,JAX,HOU,7,20,-3.5,42.5
2018-10-21,KC,CIN,45,10,-6.5,56.0
2018-10-21,LAC,TEN,20,19,-6.5,46.0
2018-10-21,PHI,CAR,17,21,-5.0,45.0
2018-10-21,WAS,DAL,20,17,1.0,40.5
2018-10-21,CHI,NE,31,38,1.0,48.5
2018-10-21,TB,CLE,26,23,-3.5,52.5
2018-10-21,SF,LAR,10,39,8.0,52.0
2018-10-22,ATL,NYG,23,20,-4.5,52.0
2018-10-25,HOU,MIA,42,23,-7.5,45.0
2018-10-28,CIN,TB,37,34,-3.5,55.0
2018-10-28,PIT,CLE,33,18,-8.5,47.5
2018-10-28,JAX,PHI,18,24,3.5,44.0
2018-10-28,KC,DEN,30,23,-8.5,53.0
2018-10-28,OAK,IND,28,42,3.5,51.0
2018-10-28,NYG,WAS,13,20,1.0,44.0
2018-10-28,CHI,NYJ,24,10,-8.5,42.5
2018-10-28,DET,SEA,14,28,-3.0,48.0
2018-10-28,MIN,NO,20,30,2.5,53.5
2018-10-28,CAR,BAL,36,21,2.5,44.0
2018-10-28,ARZ,SF,18,15,2.5,40.0
2018-10-28,LAR,GB,29,27,-7.5,57.0
2018-10-29,BUF,NE,6,25,13.5,44.5
2018-11-01,SF,OAK,34,3,1.5,44.0
2018-11-04,BUF,CHI,9,41,10.5,38.0
2018-11-04,MIA,NYJ,13,6,-3.0,43.0
2018-11-04,NE,GB,31,17,-5.0,56.0
2018-11-04,BAL,PIT,16,23,-1.5,46.5
2018-11-04,CLE,KC,21,37,7.5,51.5
2018-11-04,DEN,HOU,17,19,-1.0,46.5
2018-11-04,WAS,ATL,14,38,-1.5,46.5
2018-11-04,MIN,DET,24,9,-4.5,47.5
2018-11-04,CAR,TB,42,28,-6.0,55.5
2018-11-04,NO,LAR,45,35,1.5,57.0
2018-11-04,SEA,LAC,17,25,-1.0,48.0
2018-11-05,DAL,TEN,14,28,-4.5,40.5
2018-11-08,PIT,CAR,52,21,-3.5,51.0
2018-11-11,NYJ,BUF,10,41,-7.0,38.0
2018-11-11,CIN,NO,14,51,6.0,53.5
2018-11-11,CLE,ATL,28,16,5.5,49.5
2018-11-11,IND,JAX,29,26,-3.0,48.0
2018-11-11,TEN,NE,34,10,6.5,47.0
2018-11-11,KC,ARZ,26,14,-16.5,49.5
2018-11-11,OAK,LAC,6,20,10.5,50.0
2018-11-11,PHI,DAL,20,27,-7.5,45.5
2018-11-11,CHI,DET,34,22,-7.5,44.5
2018-11-11,GB,MIA,31,12,-11.0,48.5
2018-11-11,TB,WAS,3,16,-3.5,51.0
2018-11-11,LAR,SEA,36,31,-10.0,51.0
2018-11-12,SF,NYG,23,27,-3.0,45.0
2018-11-15,SEA,GB,27,24,-3.0,49.0
2018-11-18,BAL,CIN,24,21,-6.5,44.0
2018-11-18,IND,TEN,38,10,-1.0,50.0
2018-11-18,JAX,PIT,16,20,4.0,47.0
2018-11-18,LAC,DEN,22,23,-7.5,46.5
2018-11-18,NYG,TB,38,35,-3.0,53.5
2018-11-18,WAS,HOU,21,23,3.0,40.5
2018-11-18,CHI,MIN,25,20,-2.5,44.0
2018-11-18,DET,CAR,20,19,4.0,48.0
2018-11-18,ATL,DAL,19,22,-3.5,50.0
2018-11-18,NO,PHI,48,7,-7.0,56.5
2018-11-18,ARZ,OAK,21,23,-4.5,41.0
2018-11-19,LAR,KC,54,51,-3.0,63.5
2018-11-22,DAL,WAS,31,23,-7.0,40.0
2018-11-22,DET,CHI,16,23,3.0,43.0
2018-11-22,NO,ATL,31,17,-11.5,61.5
2018-11-25,BUF,JAX,24,21,3.0,36.5
2018-11-25,NYJ,NE,13,27,13.0,46.5
2018-11-25,BAL,OAK,34,17,-13.0,42.0
2018-11-25,CIN,CLE,20,35,1.0,46.5
2018-11-25,IND,MIA,27,24,-9.0,52.5
2018-11-25,DEN,PIT,24,17,3.0,47.5
2018-11-25,LAC,ARZ,45,10,-14.0,43.0
2018-11-25,PHI,NYG,25,22,-4.5,49.0
2018-11-25,MIN,GB,24,17,-3.5,48.0
2018-11-25,CAR,SEA,27,30,-3.0,46.5
2018-11-25,TB,SF,27,9,-1.5,54.5
2018-11-26,HOU,TEN,34,17,-3.5,42.5
2018-11-29,DAL,NO,13,10,7.5,51.5
2018-12-02,MIA,BUF,21,17,-3.5,40.0
2018-12-02,NE,MIN,24,10,-6.0,49.5
2018-12-02,CIN,DEN,10,24,4.0,45.0
2018-12-02,PIT,LAC,30,33,-3.0,52.5
2018-12-02,HOU,CLE,29,13,-5.0,47.5
2018-12-02,JAX,IND,6,0,4.0,45.5
2018-12-02,TEN,NYJ,26,22,-10.5,40.5
2018-12-02,OAK,KC,33,40,14.0,53.5
